epoch,loss,task_loss,compute_loss,head_entropy,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
1,0.502558,0.480538,0.007172,0.176043,0.6239,0.5932,0.6149,0.2514,0.3367,2.0000
2,0.274723,0.272780,0.000799,0.009865,0.6410,0.5000,0.6255,0.2503,0.3135,1.9848
3,0.176480,0.175530,0.000539,0.002065,0.6838,0.6610,0.6286,0.2501,0.3070,1.9697
4,0.180622,0.179809,0.000506,0.001077,0.7265,0.7288,0.6300,0.2500,0.3046,1.9545
5,0.219274,0.218504,0.000501,0.000791,0.7607,0.7203,0.6307,0.2500,0.3036,1.9394
6,0.179034,0.178298,0.000413,0.000749,0.7949,0.6864,0.6298,0.2501,0.3049,1.9242
7,0.151593,0.150862,0.000448,0.000674,0.7863,0.7542,0.6309,0.2500,0.3032,1.9091
8,0.138011,0.137355,0.000371,0.000409,0.8120,0.7288,0.6307,0.2500,0.3035,1.8939
9,0.148595,0.147844,0.000580,0.000595,0.7692,0.6441,0.6306,0.2500,0.3035,1.8788
10,0.130590,0.129857,0.000608,0.000501,0.8291,0.7119,0.6309,0.2500,0.3031,1.8636
11,0.144729,0.144023,0.000530,0.000401,0.6581,0.6610,0.6312,0.2500,0.3025,1.8485
12,0.127250,0.126671,0.000239,0.000233,0.8205,0.7288,0.6310,0.2500,0.3030,1.8333
13,0.119586,0.118846,0.000574,0.000545,0.7949,0.7458,0.6307,0.2501,0.3032,1.8182
14,0.103828,0.103155,0.000460,0.000420,0.7436,0.5932,0.6309,0.2500,0.3030,1.8030
15,0.111948,0.111266,0.000499,0.000329,0.6410,0.6102,0.6313,0.2500,0.3024,1.7879
16,0.102940,0.102292,0.000457,0.000207,0.8034,0.7627,0.6310,0.2500,0.3029,1.7727
17,0.120656,0.119931,0.000630,0.000275,0.8376,0.7966,0.6312,0.2500,0.3025,1.7576
18,0.099243,0.098581,0.000503,0.000165,0.8291,0.7797,0.6311,0.2500,0.3028,1.7424
19,0.099701,0.098994,0.000634,0.000189,0.8034,0.7797,0.6312,0.2500,0.3027,1.7273
20,0.097295,0.096577,0.000634,0.000162,0.7692,0.7458,0.6311,0.2500,0.3028,1.7121
21,0.098319,0.097604,0.000651,0.000190,0.8291,0.7712,0.6311,0.2500,0.3028,1.6970
22,0.098334,0.097508,0.000957,0.000230,0.7778,0.7966,0.6312,0.2500,0.3025,1.6818
23,0.095713,0.094882,0.000930,0.000227,0.7692,0.7712,0.6311,0.2500,0.3028,1.6667
24,0.094045,0.093196,0.001059,0.000267,0.8205,0.8136,0.6313,0.2500,0.3023,1.6515
25,0.096081,0.095228,0.001079,0.000217,0.7436,0.7203,0.6313,0.2500,0.3023,1.6364
26,0.094611,0.093713,0.001186,0.000171,0.8291,0.8051,0.6312,0.2500,0.3023,1.6212
27,0.091270,0.090303,0.001401,0.000234,0.8376,0.7881,0.6310,0.2500,0.3028,1.6061
28,0.090952,0.089973,0.001485,0.000245,0.7265,0.7288,0.6313,0.2500,0.3023,1.5909
29,0.094283,0.093384,0.001185,0.000149,0.8205,0.7966,0.6311,0.2500,0.3025,1.5758
30,0.089810,0.088860,0.001345,0.000217,0.7521,0.7288,0.6311,0.2500,0.3027,1.5606
31,0.090987,0.089986,0.001515,0.000204,0.8205,0.7627,0.6309,0.2500,0.3029,1.5455
32,0.087515,0.086359,0.001900,0.000261,0.7607,0.7373,0.6313,0.2500,0.3023,1.5303
33,0.090435,0.089374,0.001683,0.000124,0.6923,0.7627,0.6312,0.2500,0.3024,1.5152
34,0.086549,0.085393,0.001911,0.000191,0.8034,0.8051,0.6312,0.2500,0.3024,1.5000
35,0.088366,0.087176,0.001970,0.000177,0.7778,0.7458,0.6312,0.2500,0.3025,1.4848
36,0.084692,0.083538,0.001905,0.000201,0.7692,0.7797,0.6313,0.2500,0.3023,1.4697
37,0.085514,0.084251,0.002189,0.000194,0.7607,0.7288,0.6312,0.2500,0.3025,1.4545
38,0.083995,0.082695,0.002319,0.000197,0.7692,0.7881,0.6312,0.2500,0.3024,1.4394
39,0.084534,0.083150,0.002519,0.000197,0.7949,0.7881,0.6311,0.2500,0.3026,1.4242
40,0.083718,0.082421,0.002362,0.000216,0.7949,0.7712,0.6312,0.2500,0.3024,1.4091
41,0.083987,0.082650,0.002365,0.000180,0.7521,0.8136,0.6313,0.2500,0.3022,1.3939
42,0.080287,0.078988,0.002266,0.000198,0.7692,0.7288,0.6312,0.2500,0.3027,1.3788
43,0.081484,0.080019,0.002751,0.000224,0.6581,0.6102,0.6312,0.2500,0.3023,1.3636
44,0.077682,0.076152,0.002848,0.000199,0.8632,0.7542,0.6312,0.2500,0.3024,1.3485
45,0.079680,0.078174,0.002860,0.000243,0.7863,0.7797,0.6312,0.2500,0.3025,1.3333
46,0.074595,0.073022,0.003024,0.000211,0.7350,0.7288,0.6307,0.2501,0.3030,1.3182
47,0.075327,0.073653,0.003208,0.000241,0.7521,0.7458,0.6310,0.2500,0.3027,1.3030
48,0.077085,0.075452,0.003177,0.000207,0.6923,0.7203,0.6311,0.2500,0.3026,1.2879
49,0.078112,0.076330,0.003523,0.000266,0.4872,0.6017,0.6309,0.2500,0.3029,1.2727
50,0.077112,0.075190,0.003914,0.000273,0.5812,0.6356,0.6309,0.2500,0.3029,1.2576
51,0.071201,0.069332,0.003739,0.000249,0.7179,0.7458,0.6306,0.2500,0.3030,1.2424
52,0.076333,0.074391,0.003931,0.000249,0.7265,0.7966,0.6310,0.2500,0.3028,1.2273
53,0.067368,0.065377,0.004058,0.000264,0.7350,0.7288,0.6309,0.2500,0.3028,1.2121
54,0.068472,0.066478,0.004135,0.000251,0.7778,0.7881,0.6308,0.2500,0.3028,1.1970
55,0.066969,0.064966,0.004049,0.000233,0.7265,0.6695,0.6308,0.2500,0.3028,1.1818
56,0.068627,0.066719,0.003841,0.000242,0.7094,0.8051,0.6307,0.2500,0.3029,1.1667
57,0.058426,0.056422,0.004111,0.000290,0.7607,0.7542,0.6308,0.2500,0.3029,1.1515
58,0.066845,0.064900,0.003995,0.000233,0.7350,0.6780,0.6306,0.2500,0.3029,1.1364
59,0.061296,0.059249,0.004217,0.000300,0.7350,0.7712,0.6308,0.2500,0.3028,1.1212
60,0.060898,0.058963,0.004026,0.000271,0.7521,0.7712,0.6309,0.2500,0.3027,1.1061
61,0.058223,0.056102,0.004353,0.000265,0.7436,0.7458,0.6308,0.2500,0.3028,1.0909
62,0.058731,0.056741,0.004061,0.000253,0.7436,0.7373,0.6308,0.2500,0.3028,1.0758
63,0.058314,0.056343,0.004061,0.000274,0.7350,0.7797,0.6308,0.2500,0.3028,1.0606
64,0.065039,0.062991,0.004304,0.000325,0.6581,0.6610,0.6309,0.2500,0.3028,1.0455
65,0.055333,0.053358,0.004080,0.000248,0.6923,0.7373,0.6310,0.2500,0.3028,1.0303
66,0.056746,0.054551,0.004653,0.000304,0.6752,0.6864,0.6304,0.2500,0.3033,1.0152
67,0.057474,0.055218,0.004650,0.000250,0.6752,0.7288,0.6306,0.2500,0.3029,1.0000
68,0.047486,0.045185,0.004827,0.000303,0.7863,0.7458,0.6306,0.2500,0.3030,0.9848
69,0.055868,0.053550,0.004839,0.000277,0.7009,0.6949,0.6309,0.2500,0.3028,0.9697
70,0.053930,0.051735,0.004575,0.000260,0.7350,0.7797,0.6308,0.2500,0.3029,0.9545
71,0.055545,0.053079,0.005201,0.000314,0.7179,0.7373,0.6307,0.2500,0.3030,0.9394
72,0.051300,0.048886,0.005050,0.000295,0.6667,0.6441,0.6307,0.2500,0.3029,0.9242
73,0.041722,0.039460,0.004741,0.000288,0.7350,0.7458,0.6307,0.2500,0.3029,0.9091
74,0.052595,0.050413,0.004525,0.000284,0.6752,0.7288,0.6304,0.2500,0.3031,0.8939
75,0.052885,0.050481,0.005074,0.000363,0.7607,0.7881,0.6305,0.2500,0.3031,0.8788
76,0.047086,0.044756,0.004958,0.000314,0.6923,0.7542,0.6303,0.2500,0.3032,0.8636
77,0.050446,0.047843,0.005574,0.000309,0.7265,0.7797,0.6306,0.2500,0.3028,0.8485
78,0.044440,0.042124,0.004841,0.000295,0.6838,0.7373,0.6304,0.2500,0.3032,0.8333
79,0.044275,0.041964,0.004848,0.000297,0.7094,0.7881,0.6304,0.2500,0.3033,0.8182
80,0.038622,0.036305,0.004819,0.000266,0.6410,0.7373,0.6307,0.2500,0.3030,0.8030
81,0.044084,0.041778,0.004790,0.000298,0.6410,0.6780,0.6306,0.2500,0.3031,0.7879
82,0.043033,0.040708,0.004839,0.000289,0.6838,0.7542,0.6307,0.2500,0.3030,0.7727
83,0.055388,0.052892,0.005208,0.000328,0.7350,0.7458,0.6306,0.2500,0.3031,0.7576
84,0.044391,0.041944,0.005087,0.000301,0.6752,0.7203,0.6306,0.2500,0.3031,0.7424
85,0.047770,0.045321,0.005073,0.000318,0.7009,0.7288,0.6305,0.2500,0.3032,0.7273
86,0.040021,0.037531,0.005166,0.000314,0.6923,0.7119,0.6302,0.2500,0.3034,0.7121
87,0.041638,0.039065,0.005422,0.000270,0.7094,0.7288,0.6301,0.2500,0.3038,0.6970
88,0.040514,0.038128,0.004974,0.000314,0.6752,0.6949,0.6302,0.2500,0.3035,0.6818
89,0.036828,0.034388,0.005181,0.000336,0.6838,0.6356,0.6306,0.2500,0.3032,0.6667
90,0.043950,0.041630,0.004825,0.000297,0.7265,0.7627,0.6308,0.2500,0.3031,0.6515
91,0.038947,0.036543,0.004974,0.000335,0.7265,0.7627,0.6306,0.2500,0.3032,0.6364
92,0.037095,0.034691,0.004996,0.000354,0.7179,0.7627,0.6301,0.2500,0.3038,0.6212
93,0.039057,0.036659,0.004882,0.000304,0.7094,0.7373,0.6303,0.2500,0.3036,0.6061
94,0.041213,0.038788,0.005084,0.000397,0.6667,0.6695,0.6298,0.2500,0.3044,0.5909
95,0.044703,0.042095,0.005494,0.000309,0.7607,0.7119,0.6300,0.2500,0.3041,0.5758
96,0.049900,0.047495,0.004952,0.000310,0.7350,0.7288,0.6297,0.2500,0.3044,0.5606
97,0.035208,0.032516,0.005632,0.000365,0.6923,0.7119,0.6298,0.2500,0.3045,0.5455
98,0.042129,0.039705,0.005062,0.000317,0.7179,0.7458,0.6300,0.2500,0.3042,0.5303
99,0.038733,0.036435,0.004759,0.000324,0.7009,0.7797,0.6295,0.2500,0.3049,0.5152
100,0.031353,0.028917,0.005112,0.000331,0.7179,0.7119,0.6303,0.2500,0.3035,0.5000
