epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.529225,0.516090,0.027426,0.7176,0.4294,0.7654,2.0000
2,0.200255,0.199653,0.001449,0.5471,0.4303,0.7680,1.9211
3,0.202360,0.201990,0.000934,0.4809,0.4349,0.7643,1.8421
4,0.172312,0.171782,0.001357,0.6005,0.4251,0.7737,1.7632
5,0.181172,0.180672,0.001334,0.6539,0.4552,0.7487,1.6842
6,0.205704,0.205114,0.001527,0.6794,0.4299,0.7702,1.6053
7,0.166494,0.165884,0.001572,0.6514,0.4166,0.7808,1.5263
8,0.169135,0.168634,0.001351,0.4173,0.4164,0.7805,1.4474
9,0.160217,0.159858,0.001013,0.7277,0.4221,0.7765,1.3684
10,0.171355,0.170890,0.001336,0.7201,0.4398,0.7632,1.2895
11,0.119716,0.119291,0.001212,0.6412,0.4350,0.7685,1.2105
12,0.109645,0.109259,0.001132,0.7354,0.4101,0.7862,1.1316
13,0.105893,0.105552,0.001009,0.6489,0.4028,0.7896,1.0526
14,0.123275,0.122893,0.001115,0.7532,0.4053,0.7888,0.9737
15,0.110859,0.110489,0.001111,0.7150,0.4025,0.7898,0.8947
16,0.100507,0.100104,0.001189,0.7481,0.4049,0.7890,0.8158
17,0.117748,0.117274,0.001372,0.7532,0.4039,0.7894,0.7368
18,0.113910,0.113431,0.001364,0.7608,0.4012,0.7902,0.6579
19,0.093452,0.093039,0.001259,0.7252,0.4023,0.7900,0.5789
20,0.094399,0.093998,0.001198,0.7303,0.4015,0.7901,0.5000
