epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.502947,0.501108,0.020926,0.6410,0.5507,0.6449,2.0000
2,0.202967,0.202746,0.002857,0.6154,0.5310,0.6678,1.9848
3,0.174031,0.173875,0.002095,0.5299,0.5259,0.6738,1.9697
4,0.177425,0.177277,0.001962,0.6667,0.5243,0.6751,1.9545
5,0.144637,0.144538,0.001374,0.6667,0.5216,0.6781,1.9394
6,0.148803,0.148677,0.001724,0.6496,0.5212,0.6788,1.9242
7,0.129334,0.129190,0.002005,0.6154,0.5185,0.6813,1.9091
8,0.133217,0.133080,0.001993,0.7692,0.5149,0.6850,1.8939
9,0.117046,0.116922,0.001815,0.7265,0.5182,0.6828,1.8788
10,0.113396,0.113252,0.002071,0.7179,0.5211,0.6796,1.8636
11,0.107744,0.107688,0.000883,0.6752,0.5213,0.6796,1.8485
12,0.110013,0.109879,0.001979,0.6667,0.5199,0.6811,1.8333
13,0.100207,0.100072,0.002004,0.7179,0.5186,0.6833,1.8182
14,0.096797,0.096650,0.002223,0.7863,0.5132,0.6920,1.8030
15,0.102359,0.102226,0.002019,0.7778,0.5123,0.6891,1.7879
16,0.093265,0.093120,0.002211,0.6923,0.5077,0.6957,1.7727
17,0.097763,0.097628,0.002074,0.7692,0.5087,0.6925,1.7576
18,0.093006,0.092825,0.002696,0.7863,0.5051,0.6970,1.7424
19,0.096566,0.096401,0.002561,0.7778,0.5038,0.6961,1.7273
20,0.095519,0.095346,0.002678,0.6752,0.5040,0.6954,1.7121
21,0.095124,0.094935,0.002916,0.7778,0.4989,0.7005,1.6970
22,0.094623,0.094406,0.003220,0.6838,0.4972,0.7031,1.6818
23,0.092952,0.092670,0.004070,0.7778,0.5019,0.6971,1.6667
24,0.090240,0.089941,0.004294,0.7778,0.4972,0.7031,1.6515
25,0.089989,0.089670,0.004610,0.7692,0.4926,0.7089,1.6364
26,0.089645,0.089386,0.003837,0.7863,0.4886,0.7127,1.6212
27,0.089471,0.089232,0.003542,0.7521,0.4950,0.7046,1.6061
28,0.090757,0.090481,0.004030,0.6581,0.4768,0.7306,1.5909
29,0.087833,0.087556,0.004246,0.8034,0.4772,0.7291,1.5758
30,0.087666,0.087331,0.005103,0.8034,0.4748,0.7332,1.5606
31,0.089295,0.088907,0.005754,0.8034,0.4702,0.7360,1.5455
32,0.084343,0.083997,0.005083,0.7692,0.4706,0.7362,1.5303
33,0.085418,0.085048,0.005608,0.7778,0.4693,0.7368,1.5152
34,0.088316,0.087914,0.005833,0.7436,0.4686,0.7373,1.5000
35,0.086825,0.086434,0.005772,0.7436,0.4684,0.7374,1.4848
36,0.080388,0.079952,0.006565,0.7778,0.4686,0.7375,1.4697
37,0.083389,0.082972,0.006198,0.8376,0.4685,0.7375,1.4545
38,0.082017,0.081469,0.007687,0.7607,0.4686,0.7377,1.4394
39,0.083760,0.083279,0.006748,0.7179,0.4684,0.7376,1.4242
40,0.075340,0.074748,0.008465,0.7521,0.4690,0.7375,1.4091
41,0.075844,0.075332,0.007471,0.6752,0.4680,0.7378,1.3939
42,0.078613,0.078076,0.007799,0.7607,0.4682,0.7378,1.3788
43,0.078313,0.077701,0.008709,0.7350,0.4692,0.7375,1.3636
44,0.075511,0.074722,0.011094,0.7863,0.4673,0.7379,1.3485
45,0.074719,0.074065,0.009053,0.7607,0.4680,0.7378,1.3333
46,0.076255,0.075493,0.010384,0.7692,0.4673,0.7379,1.3182
47,0.070928,0.070189,0.010209,0.7692,0.4680,0.7379,1.3030
48,0.067935,0.066990,0.012955,0.7949,0.4680,0.7379,1.2879
49,0.069849,0.068952,0.012366,0.7949,0.4675,0.7379,1.2727
50,0.067222,0.066296,0.012858,0.7607,0.4685,0.7376,1.2576
51,0.065203,0.064262,0.012743,0.7863,0.4682,0.7378,1.2424
52,0.070690,0.069840,0.011966,0.7607,0.4673,0.7380,1.2273
53,0.061036,0.060135,0.012262,0.7436,0.4677,0.7379,1.2121
54,0.062668,0.061625,0.014002,0.7607,0.4682,0.7378,1.1970
55,0.062487,0.061336,0.015544,0.7863,0.4679,0.7379,1.1818
56,0.064620,0.063506,0.014886,0.7521,0.4687,0.7376,1.1667
57,0.062309,0.061094,0.016195,0.7521,0.4680,0.7379,1.1515
58,0.058614,0.057496,0.015095,0.6410,0.4695,0.7375,1.1364
59,0.056372,0.055178,0.015849,0.6838,0.4681,0.7379,1.1212
60,0.059113,0.057933,0.015838,0.7521,0.4674,0.7380,1.1061
