epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.622931,0.608326,0.025974,0.7265,0.6780,0.5659,0.3958,2.0000
2,0.194707,0.191992,0.002879,0.7436,0.6695,0.5773,0.3746,1.9848
3,0.184289,0.181646,0.003065,0.6154,0.6102,0.5798,0.3710,1.9697
4,0.181958,0.179487,0.002812,0.7094,0.7034,0.5806,0.3696,1.9545
5,0.141607,0.139425,0.002070,0.7350,0.7542,0.5808,0.3693,1.9394
6,0.152187,0.149638,0.003171,0.6325,0.6186,0.5815,0.3687,1.9242
7,0.147427,0.145134,0.002554,0.7607,0.7627,0.5813,0.3688,1.9091
8,0.129585,0.127399,0.002224,0.5470,0.5254,0.5815,0.3687,1.8939
9,0.131185,0.129132,0.001969,0.6752,0.7203,0.5819,0.3685,1.8788
10,0.116159,0.114044,0.002188,0.7009,0.6186,0.5815,0.3686,1.8636
11,0.114110,0.111949,0.002333,0.7009,0.7373,0.5816,0.3686,1.8485
12,0.102643,0.100438,0.002455,0.7350,0.7373,0.5816,0.3686,1.8333
13,0.106328,0.104298,0.001975,0.7094,0.7119,0.5817,0.3686,1.8182
14,0.096443,0.094402,0.002075,0.6496,0.6864,0.5819,0.3685,1.8030
15,0.096922,0.094933,0.001971,0.7863,0.7458,0.5819,0.3685,1.7879
16,0.098166,0.096092,0.002189,0.7692,0.6780,0.5819,0.3685,1.7727
17,0.102133,0.100085,0.002142,0.7607,0.7458,0.5819,0.3685,1.7576
18,0.098911,0.096866,0.002047,0.6923,0.7712,0.5819,0.3685,1.7424
19,0.100586,0.098499,0.002230,0.8034,0.7627,0.5819,0.3685,1.7273
20,0.095428,0.093434,0.001985,0.8034,0.7288,0.5819,0.3685,1.7121
21,0.095274,0.093033,0.002740,0.7607,0.7966,0.5820,0.3685,1.6970
22,0.102530,0.100315,0.002667,0.7778,0.7881,0.5820,0.3685,1.6818
23,0.094614,0.092425,0.002561,0.7863,0.7288,0.5819,0.3685,1.6667
24,0.097646,0.095495,0.002348,0.7607,0.8220,0.5820,0.3685,1.6515
25,0.096032,0.093775,0.002751,0.7607,0.7203,0.5819,0.3685,1.6364
26,0.091519,0.089161,0.003339,0.7521,0.7627,0.5819,0.3685,1.6212
27,0.091328,0.089164,0.002777,0.7778,0.7797,0.5818,0.3685,1.6061
28,0.094615,0.092655,0.002043,0.6752,0.6356,0.5819,0.3685,1.5909
29,0.095214,0.093029,0.002661,0.7863,0.7797,0.5820,0.3685,1.5758
30,0.097261,0.094732,0.003604,0.7436,0.7881,0.5819,0.3685,1.5606
31,0.089574,0.086892,0.004188,0.7863,0.7797,0.5818,0.3685,1.5455
32,0.096920,0.094627,0.003072,0.8034,0.7797,0.5819,0.3685,1.5303
33,0.091600,0.088988,0.003888,0.7265,0.6271,0.5820,0.3684,1.5152
34,0.089553,0.087067,0.003559,0.7265,0.6695,0.5818,0.3685,1.5000
35,0.088360,0.085494,0.004776,0.8120,0.7627,0.5819,0.3685,1.4848
36,0.093434,0.090975,0.003538,0.6923,0.7288,0.5819,0.3685,1.4697
37,0.084888,0.081848,0.005229,0.7949,0.7712,0.5819,0.3685,1.4545
38,0.090222,0.087419,0.004516,0.7778,0.7458,0.5819,0.3685,1.4394
39,0.091184,0.088466,0.004287,0.8205,0.7966,0.5818,0.3685,1.4242
40,0.087960,0.084945,0.005270,0.7350,0.7712,0.5819,0.3685,1.4091
41,0.088346,0.085101,0.005717,0.7949,0.7797,0.5819,0.3685,1.3939
42,0.084219,0.080727,0.006441,0.7179,0.7627,0.5819,0.3685,1.3788
43,0.087977,0.084683,0.005871,0.7607,0.7542,0.5819,0.3685,1.3636
44,0.086123,0.082740,0.006148,0.7949,0.7627,0.5819,0.3685,1.3485
45,0.083192,0.079710,0.006306,0.7692,0.7542,0.5819,0.3685,1.3333
46,0.084237,0.080896,0.005882,0.7692,0.6695,0.5818,0.3685,1.3182
47,0.081334,0.077693,0.006789,0.6752,0.6102,0.5813,0.3687,1.3030
48,0.081184,0.077537,0.006798,0.7692,0.7881,0.5811,0.3687,1.2879
49,0.085009,0.081163,0.007314,0.6581,0.5508,0.5809,0.3687,1.2727
50,0.080221,0.075893,0.008449,0.7778,0.7627,0.5808,0.3688,1.2576
51,0.075389,0.071202,0.008039,0.7436,0.6610,0.5806,0.3688,1.2424
52,0.077228,0.073253,0.007763,0.7778,0.7542,0.5807,0.3687,1.2273
53,0.078554,0.074422,0.008055,0.7436,0.7458,0.5806,0.3687,1.2121
54,0.078857,0.074498,0.008754,0.7863,0.7797,0.5780,0.3696,1.1970
55,0.076065,0.071272,0.009558,0.7863,0.7797,0.5792,0.3689,1.1818
56,0.074841,0.070145,0.009654,0.7521,0.7458,0.5809,0.3686,1.1667
57,0.075578,0.071113,0.008966,0.7521,0.7797,0.5809,0.3686,1.1515
58,0.069094,0.064496,0.009329,0.7778,0.7627,0.5803,0.3688,1.1364
59,0.078016,0.073125,0.010018,0.7350,0.7881,0.5807,0.3687,1.1212
60,0.071056,0.066223,0.009398,0.6410,0.5593,0.5778,0.3709,1.1061
61,0.077321,0.072118,0.010216,0.7009,0.7373,0.5715,0.3862,1.0909
62,0.067625,0.062690,0.009615,0.7521,0.7203,0.5751,0.3775,1.0758
63,0.066967,0.061946,0.009446,0.7863,0.6695,0.5726,0.3831,1.0606
64,0.068491,0.063821,0.008721,0.8291,0.7203,0.5730,0.3787,1.0455
65,0.068052,0.062765,0.009916,0.7949,0.7542,0.5692,0.3854,1.0303
66,0.071343,0.065800,0.010585,0.7863,0.7373,0.5722,0.3817,1.0152
67,0.062041,0.056833,0.009885,0.7521,0.7373,0.5705,0.3854,1.0000
68,0.057629,0.052220,0.010766,0.6838,0.7034,0.5650,0.3995,0.9848
69,0.063164,0.057607,0.010663,0.7350,0.7288,0.5703,0.3841,0.9697
70,0.071273,0.065912,0.010306,0.6923,0.6780,0.5676,0.3888,0.9545
71,0.065167,0.059968,0.009400,0.7009,0.6610,0.5603,0.4077,0.9394
72,0.060568,0.054975,0.010184,0.7521,0.7203,0.5594,0.4062,0.9242
73,0.060137,0.054536,0.009868,0.7350,0.6780,0.5542,0.4246,0.9091
74,0.057359,0.051856,0.009278,0.7778,0.7203,0.5527,0.4245,0.8939
75,0.053858,0.048191,0.009798,0.6752,0.6610,0.5521,0.4302,0.8788
76,0.058375,0.052801,0.009272,0.7179,0.7288,0.5503,0.4343,0.8636
77,0.059193,0.053526,0.009448,0.7265,0.7288,0.5473,0.4422,0.8485
78,0.053270,0.047562,0.009543,0.7863,0.7627,0.5494,0.4386,0.8333
79,0.057243,0.051518,0.009798,0.6496,0.6695,0.5517,0.4341,0.8182
80,0.057747,0.051947,0.009891,0.7179,0.7034,0.5475,0.4415,0.8030
81,0.059259,0.053324,0.009831,0.6325,0.5847,0.5437,0.4466,0.7879
82,0.048069,0.042284,0.009732,0.7265,0.6864,0.5446,0.4453,0.7727
83,0.057996,0.051972,0.010316,0.6410,0.6949,0.5443,0.4458,0.7576
84,0.053272,0.046979,0.011029,0.7521,0.6780,0.5433,0.4473,0.7424
85,0.062336,0.056051,0.010375,0.7521,0.7373,0.5420,0.4478,0.7273
86,0.049855,0.043338,0.011067,0.7436,0.7627,0.5409,0.4495,0.7121
87,0.047626,0.041565,0.009787,0.7265,0.7288,0.5416,0.4496,0.6970
88,0.054117,0.047934,0.010242,0.7863,0.7542,0.5416,0.4496,0.6818
89,0.049262,0.043144,0.010221,0.6838,0.6186,0.5417,0.4494,0.6667
90,0.047646,0.041494,0.010545,0.7778,0.7373,0.5420,0.4494,0.6515
91,0.047444,0.041641,0.009672,0.7009,0.7034,0.5421,0.4494,0.6364
92,0.045108,0.038837,0.010894,0.6838,0.7373,0.5424,0.4493,0.6212
93,0.046375,0.040124,0.010417,0.7350,0.6017,0.5418,0.4495,0.6061
94,0.053133,0.046814,0.010686,0.5897,0.5847,0.5415,0.4498,0.5909
95,0.044223,0.037740,0.011207,0.8034,0.7712,0.5417,0.4494,0.5758
96,0.048113,0.041884,0.010346,0.7607,0.7119,0.5422,0.4497,0.5606
97,0.046144,0.039819,0.010544,0.7607,0.6610,0.5426,0.4492,0.5455
98,0.052534,0.046266,0.010902,0.7607,0.7119,0.5419,0.4499,0.5303
99,0.053536,0.047273,0.010608,0.7778,0.6864,0.5420,0.4498,0.5152
100,0.040844,0.034574,0.010375,0.7265,0.7288,0.5420,0.4499,0.5000
