epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.689755,0.687725,0.023115,0.6186,0.5844,0.4379,2.0000
2,0.189007,0.188757,0.003227,0.3983,0.5791,0.4507,1.9848
3,0.169244,0.169097,0.002009,0.6525,0.5470,0.5172,1.9697
4,0.193454,0.193296,0.002152,0.6780,0.5324,0.5469,1.9545
5,0.160810,0.160701,0.001555,0.6780,0.5303,0.5513,1.9394
6,0.142594,0.142492,0.001493,0.6949,0.5260,0.5594,1.9242
7,0.133571,0.133486,0.001275,0.6186,0.5285,0.5567,1.9091
8,0.141280,0.141203,0.001169,0.6780,0.5295,0.5559,1.8939
9,0.145359,0.145252,0.001635,0.6780,0.5301,0.5543,1.8788
10,0.126114,0.126019,0.001474,0.6695,0.5304,0.5541,1.8636
11,0.133074,0.132992,0.001319,0.5085,0.5276,0.5595,1.8485
12,0.121346,0.121257,0.001427,0.7119,0.5182,0.5717,1.8333
13,0.123418,0.123346,0.001226,0.7203,0.5327,0.5527,1.8182
14,0.111979,0.111871,0.001829,0.7288,0.5299,0.5566,1.8030
15,0.106533,0.106448,0.001480,0.6271,0.5180,0.5745,1.7879
16,0.110695,0.110601,0.001586,0.7542,0.5192,0.5743,1.7727
17,0.108367,0.108267,0.001732,0.7288,0.5180,0.5745,1.7576
18,0.100209,0.100113,0.001619,0.7119,0.5149,0.5789,1.7424
19,0.098220,0.098114,0.001822,0.7542,0.5060,0.5944,1.7273
20,0.095451,0.095302,0.002395,0.7542,0.5052,0.5946,1.7121
21,0.093724,0.093546,0.002863,0.7542,0.5063,0.5884,1.6970
22,0.094738,0.094590,0.002387,0.7288,0.5024,0.5966,1.6818
23,0.092131,0.091963,0.002664,0.7288,0.5016,0.5963,1.6667
24,0.092184,0.092004,0.002822,0.6864,0.4961,0.6070,1.6515
25,0.094170,0.093970,0.003158,0.7458,0.4937,0.6099,1.6364
26,0.091335,0.091063,0.004227,0.7373,0.4906,0.6165,1.6212
27,0.089308,0.089100,0.003336,0.7627,0.4889,0.6180,1.6061
28,0.090920,0.090621,0.004539,0.7373,0.4916,0.6123,1.5909
29,0.091027,0.090700,0.004717,0.7542,0.4850,0.6255,1.5758
30,0.085697,0.085371,0.004943,0.7797,0.4870,0.6213,1.5606
31,0.086139,0.085827,0.004662,0.7712,0.4919,0.6104,1.5455
32,0.088939,0.088626,0.004821,0.7712,0.4901,0.6134,1.5303
33,0.088132,0.087714,0.006139,0.7797,0.4897,0.6129,1.5152
34,0.087598,0.087178,0.006097,0.7627,0.4822,0.6301,1.5000
35,0.082730,0.082303,0.006445,0.7627,0.4740,0.6494,1.4848
36,0.085631,0.085258,0.005630,0.7627,0.4773,0.6417,1.4697
37,0.085873,0.085486,0.005840,0.6441,0.4805,0.6336,1.4545
38,0.086540,0.086077,0.007003,0.7712,0.4795,0.6345,1.4394
39,0.084805,0.084390,0.005955,0.7458,0.4873,0.6150,1.4242
40,0.083774,0.083238,0.007870,0.7373,0.4902,0.6086,1.4091
41,0.081173,0.080624,0.008110,0.7797,0.4807,0.6307,1.3939
42,0.081908,0.081303,0.008926,0.7203,0.4807,0.6301,1.3788
43,0.080107,0.079539,0.008663,0.7203,0.4848,0.6179,1.3636
