epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.529443,0.515944,0.028733,0.7863,0.5847,0.5465,0.6155,2.0000
2,0.219018,0.215818,0.002204,0.7521,0.6525,0.5465,0.6155,1.9848
3,0.189337,0.186407,0.001728,0.7350,0.6441,0.5465,0.6155,1.9697
4,0.194991,0.192111,0.001651,0.7521,0.5932,0.5465,0.6155,1.9545
5,0.176709,0.173816,0.001565,0.7863,0.6695,0.5465,0.6155,1.9394
6,0.175050,0.172194,0.001595,0.7094,0.6186,0.5465,0.6155,1.9242
7,0.144191,0.141391,0.001307,0.7436,0.6695,0.5465,0.6155,1.9091
8,0.147132,0.144392,0.001134,0.5214,0.5424,0.5465,0.6155,1.8939
9,0.142511,0.139601,0.001577,0.7436,0.6525,0.5465,0.6155,1.8788
10,0.119407,0.116624,0.001485,0.7778,0.6780,0.5465,0.6155,1.8636
11,0.116071,0.113360,0.001165,0.7692,0.6949,0.5465,0.6155,1.8485
12,0.117228,0.114433,0.001489,0.6239,0.5678,0.5465,0.6155,1.8333
13,0.119227,0.116397,0.001443,0.7607,0.6356,0.5465,0.6155,1.8182
14,0.114922,0.112175,0.001530,0.7436,0.6864,0.5465,0.6155,1.8030
15,0.113716,0.110963,0.001438,0.7607,0.6864,0.5465,0.6155,1.7879
16,0.100000,0.097222,0.001372,0.7778,0.6780,0.5465,0.6155,1.7727
17,0.108851,0.106152,0.001524,0.7949,0.7203,0.5465,0.6155,1.7576
18,0.113090,0.110386,0.001081,0.7692,0.6864,0.5465,0.6155,1.7424
19,0.104759,0.101946,0.001614,0.7692,0.6864,0.5465,0.6155,1.7273
20,0.107271,0.104598,0.001263,0.7436,0.6949,0.5465,0.6155,1.7121
21,0.099585,0.096929,0.001393,0.7436,0.6695,0.5465,0.6155,1.6970
22,0.103512,0.100777,0.001245,0.7179,0.7034,0.5465,0.6155,1.6818
23,0.098441,0.095678,0.001588,0.7521,0.7034,0.5465,0.6155,1.6667
