epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,0.535604,0.533804,0.020583,0.6441,0.5800,0.4155,2.0000
2,0.228526,0.228236,0.003788,0.6017,0.5739,0.4288,1.9848
3,0.216671,0.216407,0.003447,0.6695,0.5573,0.4651,1.9697
4,0.163034,0.162780,0.003415,0.6949,0.5402,0.5055,1.9545
5,0.138368,0.138197,0.002426,0.6780,0.5259,0.5348,1.9394
6,0.164275,0.164096,0.002602,0.7034,0.5241,0.5379,1.9242
7,0.135753,0.135578,0.002593,0.6780,0.5243,0.5377,1.9091
8,0.131307,0.131160,0.002200,0.6780,0.5245,0.5382,1.8939
9,0.124938,0.124799,0.002099,0.5678,0.5252,0.5369,1.8788
10,0.111548,0.111403,0.002187,0.6610,0.5197,0.5459,1.8636
11,0.118436,0.118305,0.002082,0.6525,0.5238,0.5407,1.8485
12,0.127476,0.127289,0.002831,0.6949,0.5317,0.5270,1.8333
13,0.113209,0.113044,0.002513,0.6356,0.5233,0.5420,1.8182
14,0.108691,0.108509,0.002862,0.7034,0.5256,0.5373,1.8030
15,0.100888,0.100737,0.002335,0.6610,0.5268,0.5371,1.7879
16,0.097333,0.097179,0.002464,0.7203,0.5197,0.5471,1.7727
17,0.098334,0.098150,0.002853,0.6695,0.5130,0.5547,1.7576
18,0.091945,0.091722,0.003267,0.7203,0.5017,0.5804,1.7424
19,0.091594,0.091399,0.002928,0.6695,0.4776,0.6326,1.7273
20,0.093361,0.093151,0.003164,0.7203,0.4771,0.6346,1.7121
21,0.094637,0.094390,0.003700,0.7203,0.4742,0.6383,1.6970
22,0.088141,0.087911,0.003503,0.7458,0.4753,0.6377,1.6818
23,0.091604,0.091410,0.002937,0.7203,0.4692,0.6439,1.6667
24,0.090460,0.090249,0.003132,0.7458,0.4685,0.6453,1.6515
25,0.087966,0.087697,0.003986,0.7712,0.4698,0.6438,1.6364
26,0.085479,0.085171,0.004547,0.7458,0.4678,0.6458,1.6212
27,0.086170,0.085862,0.004561,0.5424,0.4662,0.6474,1.6061
28,0.087748,0.087385,0.005274,0.5593,0.4668,0.6469,1.5909
29,0.083358,0.083009,0.005032,0.7119,0.4667,0.6467,1.5758
30,0.091839,0.091463,0.005443,0.7542,0.4666,0.6469,1.5606
31,0.084342,0.083994,0.005115,0.7203,0.4669,0.6470,1.5455
32,0.084169,0.083791,0.005417,0.7373,0.4666,0.6473,1.5303
33,0.086357,0.085956,0.005837,0.7119,0.4663,0.6475,1.5152
34,0.082482,0.082087,0.005741,0.7034,0.4660,0.6477,1.5000
35,0.081203,0.080806,0.005661,0.7627,0.4664,0.6475,1.4848
36,0.080572,0.080127,0.006477,0.6949,0.4667,0.6471,1.4697
37,0.077274,0.076818,0.006571,0.7119,0.4664,0.6474,1.4545
38,0.080274,0.079867,0.005884,0.6949,0.4655,0.6478,1.4394
39,0.080148,0.079724,0.006291,0.7797,0.4665,0.6473,1.4242
40,0.078880,0.078373,0.007136,0.6949,0.4656,0.6477,1.4091
41,0.077285,0.076768,0.007368,0.7119,0.4658,0.6476,1.3939
42,0.077294,0.076703,0.008138,0.7797,0.4658,0.6476,1.3788
43,0.074902,0.074303,0.008404,0.7712,0.4660,0.6474,1.3636
44,0.072768,0.072144,0.008884,0.6949,0.4669,0.6471,1.3485
45,0.075734,0.075180,0.007712,0.5678,0.4657,0.6477,1.3333
46,0.072498,0.071872,0.008873,0.7373,0.4658,0.6477,1.3182
47,0.069635,0.068929,0.009897,0.6949,0.4666,0.6475,1.3030
48,0.071161,0.070461,0.010064,0.7119,0.4668,0.6473,1.2879
49,0.071933,0.071282,0.009213,0.6610,0.4662,0.6475,1.2727
50,0.071207,0.070501,0.009831,0.7542,0.4672,0.6468,1.2576
51,0.072181,0.071414,0.010738,0.7797,0.4661,0.6474,1.2424
52,0.066231,0.065517,0.010097,0.7458,0.4661,0.6474,1.2273
53,0.063774,0.062981,0.010945,0.7034,0.4656,0.6476,1.2121
54,0.070257,0.069472,0.010950,0.7542,0.4660,0.6475,1.1970
55,0.066832,0.066011,0.011503,0.7203,0.4662,0.6474,1.1818
56,0.066586,0.065760,0.011290,0.6780,0.4666,0.6472,1.1667
57,0.061930,0.061168,0.010732,0.7288,0.4666,0.6472,1.1515
58,0.061370,0.060571,0.011514,0.7542,0.4670,0.6470,1.1364
59,0.063912,0.063148,0.010760,0.7373,0.4658,0.6477,1.1212
60,0.068536,0.067771,0.010680,0.7034,0.4671,0.6470,1.1061
61,0.060618,0.059646,0.013427,0.6356,0.4661,0.6476,1.0909
62,0.060518,0.059590,0.012830,0.8051,0.4654,0.6480,1.0758
63,0.062495,0.061596,0.012369,0.6949,0.4662,0.6473,1.0606
64,0.061617,0.060617,0.013747,0.7542,0.4659,0.6478,1.0455
65,0.058401,0.057368,0.014179,0.7373,0.4665,0.6475,1.0303
66,0.055539,0.054493,0.014736,0.6949,0.4657,0.6480,1.0152
67,0.054026,0.052988,0.014293,0.7458,0.4651,0.6483,1.0000
68,0.061115,0.060043,0.014654,0.8305,0.4648,0.6484,0.9848
69,0.054341,0.053333,0.013721,0.7458,0.4655,0.6481,0.9697
70,0.052491,0.051405,0.014679,0.7119,0.4657,0.6480,0.9545
71,0.056027,0.054913,0.015232,0.6949,0.4653,0.6481,0.9394
72,0.056568,0.055442,0.015314,0.7627,0.4648,0.6484,0.9242
73,0.055647,0.054595,0.014473,0.6695,0.4653,0.6481,0.9091
74,0.050383,0.049065,0.017857,0.7288,0.4661,0.6476,0.8939
75,0.052492,0.051195,0.017236,0.7034,0.4652,0.6482,0.8788
76,0.060146,0.058819,0.017657,0.7542,0.4653,0.6479,0.8636
77,0.053904,0.052618,0.017031,0.6949,0.4654,0.6479,0.8485
78,0.049851,0.048642,0.016365,0.7119,0.4652,0.6481,0.8333
79,0.048771,0.047517,0.016750,0.7288,0.4657,0.6477,0.8182
80,0.044659,0.043335,0.017692,0.7373,0.4655,0.6479,0.8030
81,0.050465,0.049202,0.016929,0.7119,0.4655,0.6479,0.7879
82,0.050394,0.049067,0.017846,0.7542,0.4660,0.6476,0.7727
83,0.051267,0.049935,0.017884,0.7119,0.4653,0.6480,0.7576
84,0.045266,0.043966,0.017359,0.7203,0.4656,0.6478,0.7424
85,0.043254,0.041902,0.018334,0.6780,0.4657,0.6478,0.7273
86,0.042808,0.041406,0.018915,0.7373,0.4654,0.6479,0.7121
87,0.050322,0.048998,0.017543,0.6864,0.4654,0.6477,0.6970
88,0.044451,0.043107,0.017645,0.7288,0.4653,0.6479,0.6818
89,0.041331,0.040052,0.016929,0.6102,0.4658,0.6476,0.6667
90,0.041365,0.039996,0.018225,0.7034,0.4652,0.6480,0.6515
91,0.043900,0.042609,0.017136,0.6864,0.4655,0.6477,0.6364
92,0.043003,0.041617,0.018177,0.7203,0.4651,0.6480,0.6212
93,0.047200,0.045648,0.020060,0.6695,0.4650,0.6481,0.6061
94,0.043965,0.042621,0.017516,0.7458,0.4654,0.6478,0.5909
95,0.040310,0.038899,0.018695,0.6864,0.4656,0.6479,0.5758
96,0.034824,0.033308,0.019868,0.6780,0.4656,0.6479,0.5606
97,0.047784,0.046273,0.019880,0.6271,0.4663,0.6476,0.5455
98,0.048927,0.047457,0.019296,0.7288,0.4656,0.6478,0.5303
99,0.032112,0.030549,0.020196,0.7034,0.4659,0.6476,0.5152
100,0.039643,0.038155,0.019542,0.6441,0.4660,0.6477,0.5000
