epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.480001,0.478305,0.019386,0.6325,0.5299,0.5626,0.4268,2.0000
2,0.184023,0.183827,0.002599,0.7521,0.6923,0.5607,0.4311,1.9848
3,0.160364,0.160240,0.001718,0.4872,0.4957,0.5575,0.4385,1.9697
4,0.164469,0.164326,0.001968,0.7778,0.6838,0.5544,0.4443,1.9545
5,0.142210,0.142112,0.001394,0.6154,0.6154,0.5537,0.4465,1.9394
6,0.166370,0.166250,0.001717,0.5214,0.5983,0.5557,0.4429,1.9242
7,0.146891,0.146766,0.001784,0.7607,0.6838,0.5538,0.4463,1.9091
8,0.134437,0.134321,0.001706,0.4786,0.4957,0.5509,0.4512,1.8939
9,0.135838,0.135743,0.001427,0.7692,0.7179,0.5539,0.4464,1.8788
10,0.135347,0.135227,0.001819,0.7949,0.6667,0.5524,0.4493,1.8636
11,0.113617,0.113519,0.001482,0.6838,0.6410,0.5514,0.4532,1.8485
12,0.120899,0.120779,0.001771,0.7692,0.7094,0.5523,0.4498,1.8333
13,0.121580,0.121425,0.002321,0.7778,0.7350,0.5454,0.4633,1.8182
14,0.108626,0.108495,0.002067,0.7863,0.7009,0.5478,0.4570,1.8030
15,0.110114,0.109921,0.002898,0.7863,0.7179,0.5500,0.4523,1.7879
16,0.105853,0.105704,0.002286,0.7949,0.7179,0.5502,0.4525,1.7727
17,0.111686,0.111575,0.001705,0.7778,0.7607,0.5531,0.4477,1.7576
18,0.107911,0.107751,0.002478,0.7949,0.7265,0.5493,0.4536,1.7424
19,0.097364,0.097165,0.003123,0.7692,0.7607,0.5476,0.4566,1.7273
20,0.094659,0.094430,0.003498,0.7521,0.7179,0.5438,0.4629,1.7121
21,0.094734,0.094521,0.003283,0.7521,0.7094,0.5318,0.4899,1.6970
22,0.089949,0.089714,0.003552,0.7778,0.7179,0.5194,0.5133,1.6818
23,0.092589,0.092361,0.003479,0.7607,0.7692,0.5153,0.5231,1.6667
24,0.092014,0.091766,0.003783,0.8034,0.7436,0.4964,0.5719,1.6515
25,0.089427,0.089153,0.004040,0.7778,0.7521,0.4876,0.5921,1.6364
26,0.087290,0.087019,0.004061,0.7949,0.7863,0.4820,0.6037,1.6212
27,0.085700,0.085440,0.003844,0.7778,0.7692,0.4819,0.6040,1.6061
28,0.089388,0.089110,0.004099,0.7607,0.7692,0.4782,0.6099,1.5909
29,0.086421,0.086090,0.004771,0.7949,0.7350,0.4740,0.6156,1.5758
30,0.084719,0.084380,0.004828,0.5812,0.6923,0.4746,0.6151,1.5606
31,0.083004,0.082643,0.005234,0.8034,0.7436,0.4725,0.6181,1.5455
32,0.087024,0.086683,0.005041,0.7949,0.7607,0.4739,0.6165,1.5303
33,0.082964,0.082555,0.006007,0.7350,0.7436,0.4715,0.6191,1.5152
34,0.083152,0.082758,0.005537,0.7350,0.7521,0.4705,0.6202,1.5000
35,0.084252,0.083860,0.005659,0.7863,0.7863,0.4698,0.6209,1.4848
36,0.081673,0.081313,0.005322,0.7009,0.7179,0.4678,0.6226,1.4697
37,0.083731,0.083314,0.005914,0.7436,0.7350,0.4683,0.6221,1.4545
38,0.082207,0.081794,0.005681,0.7436,0.7521,0.4684,0.6221,1.4394
39,0.077912,0.077471,0.006174,0.7009,0.7094,0.4687,0.6219,1.4242
40,0.084375,0.083857,0.007361,0.7692,0.7009,0.4678,0.6227,1.4091
41,0.079154,0.078680,0.006562,0.7094,0.7179,0.4689,0.6218,1.3939
42,0.082286,0.081737,0.007713,0.7521,0.7521,0.4688,0.6220,1.3788
43,0.079767,0.079251,0.007478,0.7521,0.7094,0.4690,0.6219,1.3636
44,0.076108,0.075450,0.009346,0.7521,0.7179,0.4691,0.6219,1.3485
45,0.073635,0.073044,0.008208,0.7179,0.7350,0.4689,0.6221,1.3333
46,0.080751,0.080118,0.008709,0.7692,0.7607,0.4675,0.6228,1.3182
47,0.079130,0.078572,0.007800,0.7521,0.7692,0.4685,0.6223,1.3030
48,0.074679,0.073968,0.010129,0.8034,0.7350,0.4680,0.6227,1.2879
49,0.076635,0.075981,0.009274,0.7778,0.7607,0.4676,0.6229,1.2727
50,0.074043,0.073421,0.008728,0.7350,0.7265,0.4686,0.6224,1.2576
51,0.068596,0.067858,0.010207,0.7692,0.7436,0.4689,0.6221,1.2424
52,0.075971,0.075266,0.009830,0.7692,0.7521,0.4683,0.6226,1.2273
53,0.072381,0.071575,0.011311,0.7350,0.7521,0.4680,0.6227,1.2121
54,0.066237,0.065330,0.012475,0.7436,0.7521,0.4680,0.6227,1.1970
55,0.068168,0.067325,0.011767,0.7436,0.7692,0.4682,0.6226,1.1818
56,0.068734,0.067914,0.011536,0.7094,0.7009,0.4685,0.6226,1.1667
57,0.068274,0.067335,0.013224,0.7436,0.7179,0.4692,0.6221,1.1515
58,0.073756,0.072894,0.011737,0.7607,0.7436,0.4681,0.6227,1.1364
59,0.067603,0.066664,0.013197,0.7436,0.7350,0.4689,0.6224,1.1212
60,0.064351,0.063386,0.013569,0.7179,0.7179,0.4688,0.6224,1.1061
61,0.063504,0.062685,0.011544,0.7692,0.7692,0.4692,0.6219,1.0909
62,0.062149,0.061199,0.013265,0.7778,0.7265,0.4684,0.6225,1.0758
63,0.065804,0.064939,0.012225,0.7607,0.7436,0.4682,0.6227,1.0606
64,0.064345,0.063363,0.013655,0.7607,0.7179,0.4699,0.6217,1.0455
65,0.064872,0.063999,0.012548,0.7094,0.7778,0.4685,0.6226,1.0303
66,0.058921,0.057912,0.014399,0.7179,0.7863,0.4686,0.6226,1.0152
67,0.059859,0.058711,0.016481,0.6667,0.7778,0.4692,0.6224,1.0000
68,0.059031,0.057868,0.016361,0.7436,0.7009,0.4689,0.6225,0.9848
69,0.061419,0.060295,0.015853,0.7179,0.6667,0.4684,0.6228,0.9697
70,0.060141,0.059010,0.015907,0.6581,0.6923,0.4683,0.6228,0.9545
71,0.059034,0.057889,0.016015,0.7436,0.7863,0.4681,0.6228,0.9394
72,0.058040,0.056926,0.015982,0.7265,0.7692,0.4682,0.6227,0.9242
73,0.058118,0.056946,0.016231,0.7009,0.6923,0.4676,0.6231,0.9091
74,0.059251,0.058049,0.016673,0.7179,0.7094,0.4681,0.6229,0.8939
75,0.058684,0.057558,0.016109,0.6581,0.7009,0.4687,0.6226,0.8788
76,0.057270,0.056028,0.017645,0.7607,0.7350,0.4686,0.6226,0.8636
77,0.054800,0.053514,0.017844,0.7436,0.7521,0.4687,0.6226,0.8485
78,0.056474,0.055214,0.017745,0.7179,0.7778,0.4679,0.6229,0.8333
79,0.050387,0.049131,0.017473,0.7094,0.7350,0.4686,0.6227,0.8182
80,0.056685,0.055358,0.018598,0.6068,0.7179,0.4684,0.6228,0.8030
81,0.054587,0.053396,0.016695,0.6923,0.7009,0.4683,0.6228,0.7879
82,0.050117,0.048875,0.017252,0.6154,0.6325,0.4697,0.6222,0.7727
83,0.051893,0.050536,0.018956,0.7265,0.7094,0.4683,0.6228,0.7576
84,0.049637,0.048261,0.019045,0.6068,0.6667,0.4689,0.6226,0.7424
85,0.051954,0.050613,0.019004,0.6838,0.6838,0.4691,0.6226,0.7273
86,0.054817,0.053388,0.019451,0.7692,0.7521,0.4681,0.6229,0.7121
87,0.049805,0.048295,0.020436,0.7350,0.7265,0.4694,0.6224,0.6970
88,0.051720,0.050131,0.021781,0.7265,0.7436,0.4683,0.6228,0.6818
89,0.048694,0.047047,0.022130,0.7692,0.7265,0.4681,0.6229,0.6667
90,0.042008,0.040496,0.020766,0.6752,0.6667,0.4681,0.6230,0.6515
91,0.054226,0.052740,0.020305,0.7778,0.7521,0.4679,0.6231,0.6364
92,0.045211,0.043821,0.019193,0.7094,0.7265,0.4683,0.6229,0.6212
93,0.050865,0.049367,0.020233,0.7350,0.7692,0.4684,0.6228,0.6061
