epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.702907,0.701083,0.021070,0.4359,0.4153,0.5936,0.3952,2.0000
2,0.238083,0.237819,0.003472,0.5385,0.4746,0.5905,0.4006,1.9848
3,0.233123,0.232884,0.003172,0.7607,0.6780,0.5911,0.4006,1.9697
4,0.176439,0.176319,0.001699,0.5726,0.6017,0.5914,0.4004,1.9545
5,0.188009,0.187905,0.001524,0.5812,0.6610,0.5913,0.4007,1.9394
6,0.163034,0.162883,0.002128,0.4359,0.4153,0.5934,0.3979,1.9242
7,0.176038,0.175954,0.001266,0.6325,0.7034,0.5918,0.4001,1.9091
8,0.142229,0.142117,0.001703,0.6239,0.5424,0.5912,0.4006,1.8939
9,0.134675,0.134569,0.001677,0.7094,0.6271,0.5912,0.4010,1.8788
10,0.130004,0.129907,0.001517,0.7436,0.7966,0.5927,0.3994,1.8636
11,0.126706,0.126621,0.001450,0.7179,0.7966,0.5908,0.4012,1.8485
12,0.129052,0.128976,0.001215,0.6496,0.7119,0.5934,0.3984,1.8333
13,0.114348,0.114212,0.002084,0.6838,0.6780,0.5919,0.4004,1.8182
14,0.116323,0.116210,0.001855,0.6239,0.7288,0.5978,0.3921,1.8030
15,0.118359,0.118260,0.001552,0.7350,0.7627,0.5894,0.4034,1.7879
16,0.109552,0.109445,0.001769,0.7436,0.7966,0.5849,0.4088,1.7727
17,0.105162,0.105044,0.001942,0.4530,0.4153,0.5838,0.4100,1.7576
18,0.118110,0.117988,0.001972,0.7350,0.8136,0.5866,0.4058,1.7424
19,0.106334,0.106225,0.001899,0.7436,0.7797,0.5907,0.4010,1.7273
20,0.111319,0.111219,0.001720,0.5556,0.4746,0.5670,0.4333,1.7121
21,0.098615,0.098477,0.002269,0.7179,0.7627,0.5770,0.4179,1.6970
22,0.101302,0.101158,0.002341,0.7436,0.7034,0.5731,0.4240,1.6818
23,0.095829,0.095668,0.002649,0.7521,0.8051,0.5527,0.4546,1.6667
24,0.094196,0.094032,0.002589,0.6581,0.6102,0.5806,0.4113,1.6515
25,0.099443,0.099243,0.003053,0.7179,0.7966,0.5651,0.4321,1.6364
26,0.099730,0.099512,0.003173,0.7521,0.8220,0.5614,0.4371,1.6212
27,0.095641,0.095368,0.004158,0.7350,0.8390,0.5637,0.4336,1.6061
28,0.098836,0.098564,0.004095,0.7265,0.8051,0.5691,0.4244,1.5909
29,0.092441,0.092176,0.003839,0.6838,0.7797,0.5611,0.4340,1.5758
30,0.090596,0.090283,0.004768,0.7009,0.8305,0.5355,0.4760,1.5606
31,0.090869,0.090630,0.003736,0.7094,0.7966,0.5313,0.4874,1.5455
32,0.086960,0.086690,0.004088,0.6838,0.7119,0.5213,0.5019,1.5303
33,0.087220,0.086951,0.004258,0.7521,0.8390,0.5237,0.4947,1.5152
34,0.088813,0.088505,0.004706,0.7179,0.7627,0.5146,0.5095,1.5000
35,0.087868,0.087608,0.004181,0.7436,0.8136,0.5031,0.5314,1.4848
36,0.090135,0.089841,0.004796,0.7350,0.6695,0.5036,0.5307,1.4697
37,0.081499,0.081087,0.006047,0.7009,0.7797,0.5182,0.5052,1.4545
38,0.089114,0.088772,0.005179,0.7436,0.8644,0.5107,0.5165,1.4394
39,0.085913,0.085538,0.005604,0.7094,0.8136,0.5034,0.5290,1.4242
40,0.083838,0.083422,0.006298,0.6667,0.5932,0.4990,0.5361,1.4091
41,0.084250,0.083815,0.006389,0.7521,0.7797,0.4960,0.5396,1.3939
42,0.080258,0.079848,0.006263,0.6752,0.7288,0.4966,0.5389,1.3788
43,0.087311,0.086782,0.007771,0.6410,0.6525,0.4879,0.5520,1.3636
44,0.081666,0.081199,0.006934,0.6838,0.7373,0.4965,0.5386,1.3485
45,0.083316,0.082862,0.006849,0.7094,0.7966,0.4781,0.5731,1.3333
46,0.081724,0.081240,0.007464,0.7179,0.8390,0.4874,0.5525,1.3182
47,0.084720,0.084253,0.006866,0.7436,0.8051,0.4963,0.5384,1.3030
48,0.078459,0.077860,0.008612,0.6667,0.7119,0.4938,0.5417,1.2879
49,0.073167,0.072552,0.008988,0.7265,0.8305,0.4941,0.5402,1.2727
50,0.074139,0.073523,0.009058,0.7265,0.7712,0.4937,0.5418,1.2576
51,0.073646,0.072910,0.010631,0.6923,0.7881,0.4885,0.5499,1.2424
52,0.079626,0.079009,0.009339,0.7179,0.8220,0.4910,0.5455,1.2273
53,0.072600,0.071915,0.010038,0.7094,0.7712,0.4786,0.5697,1.2121
54,0.073175,0.072434,0.010793,0.7436,0.8051,0.4811,0.5653,1.1970
55,0.078554,0.077791,0.010834,0.7179,0.7542,0.4763,0.5767,1.1818
56,0.072995,0.072109,0.012571,0.7521,0.8136,0.4738,0.5820,1.1667
57,0.067025,0.066228,0.011654,0.7009,0.7881,0.4741,0.5816,1.1515
58,0.074434,0.073510,0.013083,0.6581,0.7373,0.4753,0.5782,1.1364
59,0.067189,0.066261,0.012824,0.7179,0.7542,0.4734,0.5827,1.1212
60,0.069927,0.068996,0.013075,0.7521,0.8051,0.4715,0.5853,1.1061
61,0.063982,0.062911,0.014871,0.6752,0.6610,0.4719,0.5852,1.0909
62,0.067625,0.066663,0.013521,0.7350,0.6695,0.4708,0.5862,1.0758
63,0.066556,0.065528,0.014295,0.6667,0.7203,0.4710,0.5861,1.0606
64,0.063329,0.062223,0.015255,0.7009,0.8051,0.4705,0.5863,1.0455
65,0.061740,0.060636,0.015423,0.7094,0.7712,0.4706,0.5863,1.0303
66,0.059275,0.058230,0.014754,0.7009,0.7712,0.4700,0.5873,1.0152
67,0.066470,0.065424,0.014363,0.6838,0.7881,0.4707,0.5872,1.0000
68,0.061087,0.060036,0.014520,0.7179,0.8305,0.4698,0.5878,0.9848
69,0.055348,0.054167,0.016271,0.6923,0.8136,0.4699,0.5877,0.9697
70,0.054771,0.053579,0.016667,0.7179,0.8220,0.4706,0.5875,0.9545
71,0.058968,0.057733,0.016796,0.7265,0.8390,0.4693,0.5879,0.9394
72,0.051093,0.049931,0.015874,0.7607,0.7712,0.4697,0.5879,0.9242
73,0.058959,0.057825,0.015521,0.7778,0.7373,0.4696,0.5879,0.9091
74,0.061734,0.060558,0.016129,0.6410,0.7627,0.4692,0.5881,0.8939
75,0.056038,0.054763,0.017308,0.7350,0.7881,0.4693,0.5881,0.8788
76,0.049875,0.048430,0.020187,0.7179,0.8390,0.4695,0.5881,0.8636
77,0.056975,0.055571,0.019364,0.7265,0.8390,0.4695,0.5880,0.8485
78,0.052642,0.051169,0.020213,0.7436,0.7712,0.4689,0.5882,0.8333
79,0.050497,0.049087,0.018879,0.7009,0.8305,0.4691,0.5881,0.8182
80,0.049105,0.047766,0.018225,0.7436,0.7203,0.4697,0.5880,0.8030
81,0.052903,0.051528,0.018418,0.6752,0.8051,0.4690,0.5883,0.7879
82,0.051938,0.050591,0.017714,0.6923,0.7797,0.4687,0.5884,0.7727
83,0.045396,0.044150,0.016659,0.7009,0.7458,0.4694,0.5881,0.7576
84,0.048365,0.047001,0.018037,0.6923,0.8305,0.4690,0.5883,0.7424
85,0.043582,0.042209,0.018514,0.7350,0.8220,0.4691,0.5883,0.7273
86,0.048606,0.047199,0.018700,0.7094,0.7797,0.4687,0.5884,0.7121
87,0.041513,0.040056,0.019424,0.7692,0.8051,0.4691,0.5883,0.6970
88,0.043281,0.041925,0.018616,0.7094,0.7034,0.4699,0.5881,0.6818
89,0.047412,0.045996,0.019594,0.7179,0.7627,0.4691,0.5884,0.6667
90,0.047289,0.045865,0.019083,0.7094,0.8051,0.4688,0.5884,0.6515
91,0.040068,0.038679,0.018860,0.6838,0.7966,0.4689,0.5884,0.6364
92,0.038265,0.036680,0.020981,0.5641,0.6017,0.4695,0.5883,0.6212
93,0.051427,0.049917,0.020248,0.7179,0.6441,0.4689,0.5884,0.6061
94,0.038059,0.036522,0.020598,0.7009,0.6780,0.4691,0.5883,0.5909
95,0.043729,0.042190,0.020589,0.6838,0.7458,0.4695,0.5882,0.5758
96,0.045141,0.043470,0.022040,0.6923,0.7797,0.4689,0.5884,0.5606
97,0.045735,0.044179,0.020235,0.6923,0.7627,0.4687,0.5885,0.5455
