epoch,loss,task_loss,compute_loss,val_acc,test_acc,avg_token_ratio,flop_reduction,tau
1,0.675530,0.661394,0.023868,0.6667,0.5847,0.5566,0.8060,2.0000
2,0.226540,0.224008,0.001798,0.7009,0.6864,0.5734,0.7955,1.9848
3,0.262373,0.260010,0.002018,0.7265,0.7373,0.5793,0.7919,1.9697
4,0.184188,0.182181,0.001250,0.6068,0.6102,0.5804,0.7913,1.9545
5,0.187963,0.185970,0.001394,0.7009,0.7119,0.5814,0.7908,1.9394
6,0.148759,0.146935,0.001055,0.7863,0.7458,0.5813,0.7909,1.9242
7,0.188972,0.187165,0.001156,0.6923,0.6949,0.5831,0.7903,1.9091
8,0.162352,0.160506,0.001315,0.7009,0.6949,0.5831,0.7903,1.8939
9,0.156974,0.155206,0.001083,0.7863,0.7458,0.5830,0.7903,1.8788
10,0.160362,0.158502,0.001354,0.7778,0.7627,0.5830,0.7903,1.8636
11,0.125091,0.123300,0.001132,0.7949,0.7881,0.5831,0.7903,1.8485
12,0.139411,0.137659,0.001077,0.7179,0.7458,0.5832,0.7903,1.8333
13,0.128955,0.127287,0.000793,0.7179,0.7542,0.5831,0.7903,1.8182
14,0.130829,0.129125,0.001021,0.6410,0.6695,0.5832,0.7903,1.8030
15,0.120484,0.118796,0.000930,0.7009,0.7373,0.5831,0.7903,1.7879
16,0.122812,0.121019,0.001175,0.7607,0.7542,0.5831,0.7903,1.7727
17,0.120057,0.118309,0.001256,0.7265,0.7119,0.5832,0.7903,1.7576
18,0.125601,0.123824,0.001188,0.7179,0.7288,0.5832,0.7903,1.7424
19,0.119138,0.117474,0.000871,0.7863,0.7881,0.5832,0.7903,1.7273
20,0.117803,0.116037,0.001199,0.7607,0.7542,0.5831,0.7903,1.7121
21,0.108478,0.106732,0.001217,0.6581,0.6695,0.5831,0.7903,1.6970
22,0.109132,0.107247,0.001570,0.7179,0.7034,0.5832,0.7903,1.6818
23,0.103712,0.101951,0.001266,0.7949,0.7966,0.5832,0.7903,1.6667
24,0.102154,0.100391,0.001209,0.6923,0.6780,0.5831,0.7903,1.6515
25,0.103632,0.101843,0.001304,0.7949,0.8305,0.5832,0.7903,1.6364
26,0.105459,0.103615,0.001566,0.7436,0.7203,0.5832,0.7903,1.6212
27,0.097628,0.095576,0.002143,0.7949,0.8136,0.5832,0.7903,1.6061
28,0.101111,0.099170,0.001847,0.8034,0.8220,0.5833,0.7903,1.5909
29,0.101923,0.100064,0.001514,0.7607,0.7966,0.5831,0.7903,1.5758
30,0.095652,0.093361,0.002905,0.8034,0.7881,0.5831,0.7903,1.5606
31,0.094721,0.092695,0.002040,0.7949,0.8390,0.5832,0.7903,1.5455
32,0.098716,0.096592,0.002459,0.7265,0.6864,0.5833,0.7903,1.5303
33,0.097822,0.095528,0.002923,0.8120,0.7797,0.5832,0.7903,1.5152
34,0.096455,0.094170,0.003124,0.7692,0.7542,0.5832,0.7903,1.5000
35,0.095328,0.092676,0.004030,0.8034,0.8136,0.5832,0.7903,1.4848
36,0.093357,0.090902,0.003401,0.7778,0.7881,0.5832,0.7903,1.4697
37,0.093121,0.090914,0.002689,0.8034,0.8305,0.5832,0.7903,1.4545
38,0.091954,0.089641,0.003070,0.7521,0.7542,0.5831,0.7903,1.4394
39,0.090057,0.087722,0.003163,0.7949,0.7881,0.5832,0.7903,1.4242
40,0.094201,0.091730,0.003564,0.7521,0.7966,0.5830,0.7903,1.4091
41,0.092755,0.090469,0.003202,0.7949,0.8390,0.5830,0.7903,1.3939
42,0.092914,0.090332,0.004086,0.6752,0.6780,0.5831,0.7903,1.3788
43,0.088670,0.086008,0.004240,0.7265,0.7119,0.5830,0.7903,1.3636
44,0.090934,0.088393,0.003844,0.8120,0.8475,0.5829,0.7903,1.3485
45,0.088727,0.086040,0.004205,0.7350,0.7881,0.5828,0.7903,1.3333
46,0.088270,0.085395,0.004962,0.7350,0.7458,0.5827,0.7903,1.3182
47,0.096284,0.093240,0.005341,0.7436,0.8220,0.5827,0.7903,1.3030
48,0.089949,0.086979,0.005245,0.7436,0.7542,0.5821,0.7903,1.2879
49,0.092082,0.088759,0.006337,0.7863,0.8475,0.5825,0.7903,1.2727
50,0.089590,0.086492,0.005548,0.7521,0.8220,0.5826,0.7903,1.2576
51,0.085118,0.081951,0.005721,0.7778,0.8051,0.5825,0.7903,1.2424
52,0.089322,0.086285,0.005307,0.8205,0.8305,0.5822,0.7903,1.2273
53,0.085457,0.082284,0.005904,0.7607,0.8475,0.5826,0.7903,1.2121
54,0.086958,0.083847,0.005578,0.7692,0.8475,0.5814,0.7904,1.1970
55,0.087183,0.083727,0.006455,0.6923,0.7797,0.5825,0.7903,1.1818
56,0.083232,0.079868,0.006354,0.7692,0.8305,0.5808,0.7905,1.1667
57,0.084822,0.081498,0.006181,0.7949,0.8475,0.5823,0.7903,1.1515
58,0.084333,0.080774,0.006869,0.7778,0.8136,0.5807,0.7906,1.1364
59,0.082001,0.078783,0.005867,0.7778,0.7966,0.5799,0.7907,1.1212
60,0.083520,0.080189,0.006114,0.7607,0.7119,0.5801,0.7907,1.1061
61,0.083722,0.080242,0.006658,0.7692,0.7458,0.5810,0.7904,1.0909
62,0.082020,0.078653,0.006496,0.6496,0.6441,0.5805,0.7905,1.0758
63,0.085593,0.082242,0.006394,0.7607,0.8390,0.5806,0.7905,1.0606
64,0.086722,0.083149,0.007069,0.7350,0.7542,0.5794,0.7908,1.0455
65,0.081597,0.077904,0.006943,0.7692,0.8051,0.5793,0.7908,1.0303
