epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,5.143326,5.033725,0.054716,0.5874,0.2911,0.8778,2.0000
2,1.562108,1.558001,0.001806,0.6265,0.2668,0.8955,1.9483
3,1.745599,1.743486,0.000767,0.6010,0.2607,0.9002,1.8966
4,1.389442,1.386411,0.001233,0.6163,0.2558,0.9039,1.8448
5,1.027424,1.024687,0.001065,0.4805,0.2437,0.9120,1.7931
6,1.080885,1.078659,0.000795,0.6876,0.2366,0.9159,1.7414
7,1.011886,1.009798,0.000715,0.6621,0.2438,0.9121,1.6897
8,0.822744,0.820820,0.000630,0.6927,0.2315,0.9184,1.6379
9,0.873969,0.871822,0.000748,0.5569,0.2323,0.9181,1.5862
10,0.770838,0.769034,0.000569,0.7063,0.2426,0.9130,1.5345
11,0.786750,0.785318,0.000388,0.7029,0.2497,0.9089,1.4828
12,0.891831,0.890067,0.000573,0.7063,0.2358,0.9163,1.4310
13,0.795796,0.794478,0.000354,0.6503,0.2603,0.9027,1.3793
14,0.915879,0.913844,0.000746,0.5976,0.2584,0.9036,1.3276
15,0.784325,0.782600,0.000592,0.6995,0.2667,0.8986,1.2759
16,0.834147,0.832262,0.000658,0.6876,0.2558,0.9059,1.2241
17,0.735859,0.734020,0.000613,0.7165,0.2372,0.9160,1.1724
18,0.742305,0.740811,0.000448,0.7029,0.2645,0.9002,1.1207
19,0.616543,0.615031,0.000458,0.7182,0.2402,0.9129,1.0690
20,0.795815,0.794026,0.000622,0.6842,0.2747,0.8926,1.0172
21,0.637591,0.635786,0.000597,0.7046,0.2519,0.9071,0.9655
22,0.687589,0.685794,0.000600,0.6893,0.2517,0.9090,0.9138
23,0.881383,0.879378,0.000719,0.7080,0.2653,0.8996,0.8621
24,0.711076,0.708975,0.000759,0.7538,0.2530,0.9050,0.8103
25,0.598835,0.596971,0.000641,0.7097,0.2699,0.8909,0.7586
26,0.585083,0.583187,0.000693,0.7233,0.2643,0.8978,0.7069
27,0.570454,0.568468,0.000735,0.7317,0.2732,0.8865,0.6552
28,0.584123,0.581981,0.000791,0.7233,0.2435,0.9078,0.6034
29,0.596191,0.594444,0.000614,0.7012,0.2813,0.8762,0.5517
30,0.573976,0.572085,0.000720,0.7436,0.2922,0.8546,0.5000
