epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,2.941578,2.941366,0.021194,0.6017,0.5599,0.7960,2.0000
2,1.149939,1.149915,0.002320,0.7881,0.5576,0.7975,1.9848
3,1.466889,1.466867,0.002178,0.5000,0.5501,0.8022,1.9697
4,1.175865,1.175841,0.002457,0.7542,0.5521,0.8006,1.9545
5,0.978785,0.978760,0.002484,0.7458,0.5575,0.7982,1.9394
6,0.831870,0.831845,0.002462,0.5763,0.5538,0.8004,1.9242
7,0.731069,0.731050,0.001876,0.5508,0.5557,0.7996,1.9091
8,0.643704,0.643682,0.002230,0.7627,0.5522,0.8007,1.8939
9,0.627748,0.627729,0.001922,0.7797,0.5643,0.7946,1.8788
10,0.625481,0.625463,0.001773,0.7373,0.5560,0.7992,1.8636
11,0.618470,0.618455,0.001524,0.6186,0.5587,0.7980,1.8485
12,0.608704,0.608688,0.001558,0.7881,0.5537,0.8004,1.8333
13,0.571009,0.570995,0.001386,0.7797,0.5566,0.7993,1.8182
14,0.613098,0.613081,0.001671,0.7627,0.5540,0.8006,1.8030
15,0.585313,0.585295,0.001790,0.7712,0.5572,0.7990,1.7879
16,0.563334,0.563315,0.001823,0.7627,0.5556,0.7998,1.7727
17,0.559071,0.559051,0.001967,0.7712,0.5558,0.7999,1.7576
18,0.551544,0.551522,0.002236,0.7966,0.5628,0.7959,1.7424
19,0.561653,0.561628,0.002543,0.7542,0.5571,0.7991,1.7273
20,0.528082,0.528058,0.002441,0.6949,0.5544,0.8009,1.7121
21,0.563576,0.563549,0.002711,0.7542,0.5531,0.8015,1.6970
22,0.542847,0.542818,0.002867,0.7373,0.5620,0.7969,1.6818
23,0.502185,0.502154,0.003072,0.7712,0.5551,0.8009,1.6667
24,0.541098,0.541065,0.003292,0.8136,0.5547,0.8010,1.6515
25,0.515462,0.515432,0.002989,0.7458,0.5618,0.7970,1.6364
26,0.530292,0.530262,0.002946,0.6356,0.5591,0.7987,1.6212
27,0.549753,0.549717,0.003648,0.7627,0.5574,0.7994,1.6061
28,0.509514,0.509481,0.003357,0.7458,0.5606,0.7976,1.5909
29,0.480015,0.479984,0.003106,0.7288,0.5567,0.8000,1.5758
30,0.601639,0.601600,0.003957,0.6525,0.5570,0.7996,1.5606
31,0.496184,0.496148,0.003588,0.7712,0.5592,0.7987,1.5455
32,0.481057,0.481012,0.004516,0.7627,0.5606,0.7978,1.5303
33,0.520007,0.519964,0.004309,0.7119,0.5535,0.8020,1.5152
34,0.514799,0.514743,0.005622,0.7373,0.5553,0.8008,1.5000
35,0.495883,0.495832,0.005160,0.6949,0.5600,0.7982,1.4848
36,0.501021,0.500967,0.005370,0.7203,0.5587,0.7989,1.4697
37,0.522833,0.522778,0.005549,0.7373,0.5617,0.7971,1.4545
38,0.467937,0.467875,0.006204,0.6441,0.5605,0.7981,1.4394
39,0.495304,0.495244,0.005975,0.7373,0.5605,0.7979,1.4242
40,0.437234,0.437172,0.006167,0.6949,0.5604,0.7982,1.4091
41,0.466516,0.466456,0.005948,0.7373,0.5620,0.7972,1.3939
42,0.487789,0.487725,0.006397,0.7373,0.5597,0.7985,1.3788
43,0.474777,0.474718,0.005856,0.7373,0.5599,0.7983,1.3636
44,0.424447,0.424381,0.006590,0.6356,0.5629,0.7967,1.3485
45,0.416699,0.416633,0.006626,0.7288,0.5625,0.7970,1.3333
46,0.436185,0.436116,0.006866,0.6356,0.5652,0.7953,1.3182
47,0.450477,0.450404,0.007275,0.7373,0.5629,0.7971,1.3030
48,0.440786,0.440710,0.007622,0.6949,0.5657,0.7952,1.2879
49,0.434827,0.434756,0.007048,0.6780,0.5638,0.7965,1.2727
50,0.458542,0.458467,0.007509,0.6356,0.5654,0.7955,1.2576
51,0.441770,0.441697,0.007237,0.7288,0.5648,0.7959,1.2424
52,0.386811,0.386728,0.008248,0.7119,0.5662,0.7951,1.2273
53,0.430095,0.430008,0.008690,0.6949,0.5670,0.7947,1.2121
54,0.387065,0.386978,0.008706,0.6949,0.5630,0.7972,1.1970
55,0.428678,0.428599,0.007977,0.7542,0.5674,0.7947,1.1818
56,0.434026,0.433936,0.009060,0.6525,0.5714,0.7921,1.1667
57,0.417276,0.417193,0.008306,0.7288,0.5647,0.7962,1.1515
58,0.394355,0.394262,0.009278,0.7288,0.5690,0.7935,1.1364
59,0.355626,0.355529,0.009679,0.6525,0.5652,0.7958,1.1212
60,0.418213,0.418121,0.009223,0.7119,0.5658,0.7955,1.1061
61,0.364804,0.364720,0.008324,0.7203,0.5694,0.7931,1.0909
62,0.356603,0.356516,0.008742,0.7458,0.5697,0.7929,1.0758
63,0.351075,0.350985,0.008999,0.7034,0.5679,0.7939,1.0606
64,0.409296,0.409203,0.009367,0.7203,0.5649,0.7959,1.0455
65,0.378100,0.378004,0.009642,0.7203,0.5682,0.7937,1.0303
66,0.344278,0.344176,0.010139,0.7627,0.5712,0.7918,1.0152
