epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,3.737554,3.713855,0.047328,0.6361,0.3200,0.8555,2.0000
2,1.368079,1.366949,0.002306,0.6819,0.3120,0.8631,1.9483
3,1.270074,1.269204,0.001786,0.5725,0.2892,0.8807,1.8966
4,1.133139,1.132339,0.001683,0.6412,0.2931,0.8824,1.8448
5,1.067867,1.067106,0.001624,0.6565,0.3129,0.8684,1.7931
6,0.904058,0.903142,0.001938,0.6565,0.3325,0.8532,1.7414
7,1.032079,1.031346,0.001577,0.7303,0.3204,0.8558,1.6897
8,0.847736,0.847008,0.001569,0.6743,0.2693,0.8955,1.6379
9,0.997036,0.996482,0.001222,0.7303,0.2817,0.8851,1.5862
10,0.863743,0.863216,0.001190,0.5267,0.3027,0.8756,1.5345
11,0.807785,0.807186,0.001319,0.7048,0.3170,0.8517,1.4828
12,0.660518,0.660026,0.001079,0.6005,0.3127,0.8626,1.4310
13,0.685205,0.684763,0.001026,0.7328,0.3052,0.8718,1.3793
14,0.734136,0.733420,0.001619,0.7506,0.3043,0.8652,1.3276
15,0.721213,0.720634,0.001345,0.7303,0.3166,0.8581,1.2759
16,0.616031,0.615365,0.001524,0.7201,0.2989,0.8793,1.2241
17,0.646060,0.645684,0.000891,0.7481,0.2790,0.8942,1.1724
18,0.653527,0.653035,0.001157,0.5522,0.2635,0.9027,1.1207
19,0.577830,0.577472,0.000865,0.7150,0.2716,0.8986,1.0690
20,0.558939,0.558408,0.001260,0.6056,0.2783,0.8909,1.0172
21,0.591573,0.591047,0.001263,0.7328,0.2726,0.8948,0.9655
22,0.629545,0.628960,0.001419,0.6845,0.2582,0.9083,0.9138
23,0.620384,0.619953,0.001061,0.7506,0.2368,0.9198,0.8621
24,0.578232,0.577740,0.001191,0.7557,0.2344,0.9214,0.8103
25,0.498644,0.498175,0.001122,0.7354,0.2433,0.9168,0.7586
26,0.581516,0.581053,0.001114,0.6972,0.2305,0.9235,0.7069
27,0.552001,0.551589,0.000961,0.7455,0.2223,0.9272,0.6552
28,0.554603,0.554078,0.001222,0.6972,0.2241,0.9262,0.6034
29,0.568316,0.567757,0.001301,0.7659,0.2174,0.9293,0.5517
30,0.549226,0.548645,0.001327,0.5980,0.2234,0.9267,0.5000
