epoch,loss,task_loss,compute_loss,test_acc,avg_token_ratio,flop_reduction,tau
1,3.013785,2.996826,0.033868,0.4987,0.2985,0.8486,2.0000
2,1.473739,1.473030,0.001445,0.6285,0.2728,0.8733,1.9211
3,1.538776,1.538241,0.001114,0.6514,0.2733,0.8731,1.8421
4,1.036780,1.036281,0.001059,0.7226,0.2609,0.8840,1.7632
5,1.086890,1.086469,0.000931,0.4148,0.2671,0.8793,1.6842
6,0.981619,0.981233,0.000876,0.6336,0.3731,0.7806,1.6053
7,0.883371,0.882963,0.000877,0.6209,0.4676,0.6370,1.5263
8,0.736658,0.736205,0.000983,0.7379,0.4117,0.7004,1.4474
9,0.945633,0.944926,0.001594,0.7303,0.3660,0.7801,1.3684
10,0.863046,0.862404,0.001449,0.7532,0.3956,0.7345,1.2895
11,0.679540,0.679111,0.001021,0.4707,0.3682,0.7736,1.2105
12,0.786874,0.786172,0.001650,0.7074,0.3760,0.7734,1.1316
13,0.748973,0.748537,0.001050,0.7048,0.3285,0.8203,1.0526
14,0.748241,0.747578,0.001560,0.6997,0.4003,0.7264,0.9737
15,0.680604,0.680097,0.001214,0.6565,0.3256,0.8208,0.8947
16,0.718623,0.718160,0.001129,0.6667,0.3288,0.8131,0.8158
17,0.643831,0.643366,0.001146,0.6031,0.3261,0.8025,0.7368
18,0.667394,0.666725,0.001541,0.4555,0.3144,0.8221,0.6579
19,0.674746,0.674112,0.001474,0.7506,0.2932,0.8484,0.5789
20,0.596376,0.595855,0.001197,0.7430,0.3097,0.8146,0.5000
