epoch,loss,task_loss,compute_loss,head_entropy,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
1,0.786540,0.733231,0.015786,0.450858,0.6897,0.6173,0.6051,0.2409,0.3395,2.0000
2,0.251275,0.233649,0.000656,0.180366,0.4713,0.4949,0.6273,0.2296,0.3032,1.6250
3,0.283990,0.268045,0.000483,0.165954,0.6207,0.6122,0.6303,0.2285,0.2988,1.2500
4,0.189104,0.173655,0.000446,0.161783,0.7356,0.6505,0.6321,0.2282,0.2964,0.8750
5,0.203723,0.188342,0.000395,0.161428,0.6552,0.5918,0.6321,0.2282,0.2964,0.5000
