epoch,loss,task_loss,compute_loss,head_entropy,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
1,0.770993,0.715711,0.019738,0.455767,0.6322,0.6005,0.6074,0.3888,0.3016,2.0000
2,0.219665,0.204235,0.001553,0.160385,0.7586,0.6768,0.6213,0.3479,0.2691,1.6250
3,0.179964,0.167025,0.001092,0.139055,0.5747,0.5013,0.6260,0.3472,0.2577,1.2500
4,0.210087,0.197317,0.001151,0.137797,0.7126,0.6412,0.6277,0.3472,0.2537,0.8750
5,0.189313,0.176553,0.001264,0.137440,0.7816,0.6947,0.6289,0.3471,0.2511,0.5000
