epoch,loss,task_loss,compute_loss,head_entropy,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
1,0.699488,0.658830,0.015394,0.328661,0.6154,0.6271,0.6266,0.3238,0.3449,2.0000
2,0.193708,0.189904,0.001195,0.027772,0.7265,0.7288,0.6292,0.3133,0.3415,1.9848
3,0.194022,0.192791,0.000996,0.003340,0.7350,0.7881,0.6315,0.3125,0.3389,1.9697
4,0.203351,0.202354,0.001142,0.000486,0.5556,0.4831,0.6317,0.3125,0.3387,1.9545
5,0.162134,0.161311,0.000718,0.000624,0.7607,0.8475,0.6318,0.3125,0.3387,1.9394
6,0.135509,0.134707,0.000673,0.000674,0.7521,0.7542,0.6317,0.3125,0.3387,1.9242
7,0.137287,0.136468,0.000776,0.000550,0.7692,0.7627,0.6319,0.3125,0.3387,1.9091
8,0.147174,0.146314,0.000881,0.000534,0.6410,0.7203,0.6319,0.3125,0.3385,1.8939
9,0.122192,0.121364,0.000864,0.000492,0.6667,0.6780,0.6320,0.3125,0.3385,1.8788
10,0.116516,0.115834,0.000399,0.000523,0.7350,0.7203,0.6318,0.3125,0.3385,1.8636
11,0.112114,0.111312,0.000721,0.000556,0.6239,0.7119,0.6321,0.3125,0.3384,1.8485
12,0.116575,0.115854,0.000594,0.000380,0.7607,0.7373,0.6321,0.3125,0.3384,1.8333
13,0.103871,0.103135,0.000654,0.000361,0.7265,0.6525,0.6320,0.3125,0.3384,1.8182
14,0.110734,0.110042,0.000551,0.000360,0.6667,0.7288,0.6321,0.3125,0.3384,1.8030
15,0.103379,0.102657,0.000622,0.000380,0.7436,0.7542,0.6320,0.3125,0.3384,1.7879
16,0.100627,0.099916,0.000579,0.000285,0.7692,0.8390,0.6321,0.3125,0.3383,1.7727
17,0.094792,0.094095,0.000545,0.000276,0.7436,0.7881,0.6321,0.3125,0.3383,1.7576
18,0.098526,0.097814,0.000625,0.000303,0.7179,0.8051,0.6322,0.3125,0.3382,1.7424
19,0.095113,0.094432,0.000537,0.000265,0.7350,0.7034,0.6320,0.3125,0.3383,1.7273
20,0.094948,0.094287,0.000506,0.000259,0.7436,0.8136,0.6321,0.3125,0.3383,1.7121
21,0.093476,0.092784,0.000494,0.000297,0.7436,0.8136,0.6320,0.3125,0.3383,1.6970
22,0.091483,0.090766,0.000614,0.000281,0.7009,0.7627,0.6322,0.3125,0.3382,1.6818
23,0.097659,0.096947,0.000637,0.000291,0.7436,0.8390,0.6322,0.3125,0.3382,1.6667
24,0.094539,0.093797,0.000694,0.000337,0.7265,0.7966,0.6322,0.3125,0.3382,1.6515
25,0.088105,0.087334,0.000807,0.000253,0.7009,0.8136,0.6322,0.3125,0.3382,1.6364
26,0.088212,0.087446,0.000818,0.000227,0.7265,0.8136,0.6321,0.3125,0.3383,1.6212
27,0.088273,0.087484,0.000864,0.000320,0.7436,0.7966,0.6322,0.3125,0.3382,1.6061
28,0.093843,0.093073,0.000807,0.000225,0.6923,0.8051,0.6321,0.3125,0.3383,1.5909
29,0.088403,0.087660,0.000718,0.000271,0.7350,0.7542,0.6321,0.3125,0.3382,1.5758
30,0.086294,0.085507,0.000894,0.000244,0.7607,0.8390,0.6322,0.3125,0.3382,1.5606
31,0.085918,0.085175,0.000832,0.000197,0.7436,0.7119,0.6321,0.3125,0.3382,1.5455
32,0.087441,0.086672,0.000907,0.000242,0.7094,0.7458,0.6321,0.3125,0.3382,1.5303
33,0.086881,0.086089,0.000931,0.000201,0.6923,0.7712,0.6322,0.3125,0.3382,1.5152
34,0.089288,0.088547,0.000736,0.000190,0.7179,0.7373,0.6321,0.3125,0.3382,1.5000
35,0.088045,0.087249,0.000908,0.000246,0.7009,0.8051,0.6321,0.3125,0.3383,1.4848
36,0.081952,0.081102,0.001129,0.000313,0.7521,0.7797,0.6321,0.3125,0.3382,1.4697
37,0.083001,0.082145,0.001083,0.000255,0.7436,0.8220,0.6322,0.3125,0.3382,1.4545
38,0.079864,0.078972,0.001242,0.000255,0.7521,0.7966,0.6321,0.3125,0.3382,1.4394
39,0.078907,0.078006,0.001265,0.000201,0.7350,0.8559,0.6321,0.3125,0.3382,1.4242
40,0.081171,0.080258,0.001270,0.000247,0.7436,0.8051,0.6321,0.3125,0.3382,1.4091
41,0.079149,0.078205,0.001384,0.000213,0.7436,0.8136,0.6320,0.3125,0.3383,1.3939
42,0.085778,0.084826,0.001325,0.000209,0.7521,0.8051,0.6321,0.3125,0.3383,1.3788
43,0.081353,0.080351,0.001525,0.000212,0.7692,0.8136,0.6322,0.3125,0.3382,1.3636
44,0.076360,0.075496,0.001189,0.000182,0.7179,0.7966,0.6322,0.3125,0.3382,1.3485
45,0.072191,0.071161,0.001602,0.000239,0.7521,0.8051,0.6319,0.3125,0.3383,1.3333
46,0.073912,0.072917,0.001539,0.000203,0.7692,0.8136,0.6321,0.3125,0.3383,1.3182
47,0.074738,0.073734,0.001592,0.000246,0.7265,0.7881,0.6321,0.3125,0.3383,1.3030
48,0.072134,0.071020,0.001852,0.000265,0.7265,0.7712,0.6320,0.3125,0.3383,1.2879
49,0.079194,0.078194,0.001495,0.000191,0.7607,0.8220,0.6320,0.3125,0.3383,1.2727
50,0.067274,0.066178,0.001815,0.000238,0.6838,0.8220,0.6319,0.3125,0.3383,1.2576
51,0.072603,0.071421,0.002020,0.000298,0.7607,0.8136,0.6319,0.3125,0.3383,1.2424
52,0.068957,0.067781,0.002043,0.000225,0.7436,0.7797,0.6321,0.3125,0.3383,1.2273
53,0.066446,0.065204,0.002235,0.000263,0.7607,0.7627,0.6321,0.3125,0.3382,1.2121
54,0.072357,0.071146,0.002131,0.000229,0.7607,0.8390,0.6320,0.3125,0.3382,1.1970
55,0.061693,0.060562,0.001847,0.000221,0.7265,0.7542,0.6319,0.3125,0.3383,1.1818
56,0.061566,0.060328,0.002195,0.000250,0.7436,0.8051,0.6317,0.3125,0.3384,1.1667
57,0.057801,0.056521,0.002307,0.000213,0.7521,0.8220,0.6318,0.3125,0.3383,1.1515
58,0.062655,0.061377,0.002272,0.000238,0.6923,0.7203,0.6319,0.3125,0.3383,1.1364
59,0.056371,0.055038,0.002496,0.000258,0.7350,0.7966,0.6318,0.3125,0.3383,1.1212
60,0.061381,0.059916,0.002897,0.000318,0.7521,0.7627,0.6318,0.3125,0.3383,1.1061
61,0.059235,0.057763,0.002917,0.000288,0.7692,0.7627,0.6318,0.3125,0.3383,1.0909
62,0.058049,0.056701,0.002474,0.000209,0.6923,0.7881,0.6320,0.3125,0.3382,1.0758
63,0.053508,0.052221,0.002415,0.000283,0.7179,0.7458,0.6317,0.3125,0.3383,1.0606
64,0.054309,0.052838,0.002880,0.000283,0.7778,0.7627,0.6320,0.3125,0.3382,1.0455
65,0.051642,0.050203,0.002904,0.000240,0.7436,0.7712,0.6319,0.3125,0.3383,1.0303
66,0.048594,0.047123,0.002862,0.000309,0.7094,0.7797,0.6320,0.3125,0.3382,1.0152
67,0.056016,0.054518,0.002944,0.000288,0.7778,0.7458,0.6317,0.3125,0.3383,1.0000
68,0.054283,0.052761,0.003049,0.000286,0.7436,0.7458,0.6318,0.3125,0.3383,0.9848
69,0.049216,0.047661,0.003142,0.000270,0.8291,0.7966,0.6318,0.3125,0.3383,0.9697
70,0.055746,0.054116,0.003329,0.000316,0.7863,0.8136,0.6316,0.3125,0.3384,0.9545
71,0.048139,0.046498,0.003350,0.000276,0.7094,0.6695,0.6318,0.3125,0.3383,0.9394
72,0.050095,0.048419,0.003463,0.000287,0.7521,0.7203,0.6317,0.3125,0.3384,0.9242
73,0.049643,0.048031,0.003237,0.000259,0.7436,0.7966,0.6315,0.3125,0.3384,0.9091
