epoch,loss,task_loss,compute_loss,head_entropy,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
1,0.734003,0.700552,0.008236,0.281812,0.7011,0.6412,0.5904,0.1950,0.4121,2.0000
2,0.270527,0.268161,0.000784,0.012186,0.7816,0.6947,0.6228,0.1879,0.3502,1.6250
3,0.233099,0.231995,0.000677,0.003046,0.8161,0.6667,0.6261,0.1878,0.3444,1.2500
4,0.173165,0.172347,0.000409,0.001617,0.6782,0.6132,0.6293,0.1876,0.3391,0.8750
5,0.201305,0.200508,0.000562,0.000991,0.8391,0.7023,0.6292,0.1876,0.3393,0.5000
